Protein Name,Tiny,Small,Aliphatic,Aromatic,Non-Polar,Polar,Charged,Basic,Acidic,Molecular Weight,Charge,A280 Molar Extinction Coefficients,Improbability of expression in inclusion bodies,Isoelectric Point,CAI,Instability Index,Aliphatic Index,GRAVY,N-30 Disorder,GPC Content,Effector
STM3418,36.667,53.333,40,6.667,60,40,20,16.667,3.333,13161.4,3.5,1490,0.542,10.78,0.698,28.28,110.67,0.207,0.243866667,52.38095238,FALSE
STM3447,13.333,36.667,33.333,6.667,60,40,30,23.333,6.667,17590.3,5,0,0.906,10.3,0.669,94.97,113.67,-0.123,0.410216667,49.68152866,FALSE
STM3458,23.333,50,43.333,6.667,60,40,20,13.333,6.667,20926.9,1.5,1490,0.862,7.81,0.678,77.4,120.33,0.123,0.449566667,55.43478261,FALSE
STM3461,30,40,23.333,13.333,53.333,46.667,16.667,6.667,10,11650.1,-1.5,0,0.61,5.29,0.708,52.14,78,-0.01,0.357233333,46.79487179,FALSE
STM3524,30,50,40,10,66.667,33.333,6.667,3.333,3.333,31398.8,0,1490,0.631,9.44,0.706,23.85,107.33,0.8,0.3253,53.91095066,FALSE
STM3556,20,43.333,40,16.667,70,30,10,10,0,33171.8,3,6990,0.542,8.78,0.733,119.95,133,0.99,0.253613333,55.74324324,FALSE
STM3576,40,66.667,20,6.667,53.333,46.667,23.333,13.333,10,77177.4,1,0,0.921,6.04,0.718,57.69,45.67,-0.37,0.606466667,60.43656207,FALSE
STM3592,20,36.667,20,23.333,66.667,33.333,13.333,6.667,6.667,53599.1,0,6990,0.619,9.07,0.73,49.52,65,0.11,0.310386667,51.15646259,FALSE
STM3618,46.667,60,40,10,76.667,23.333,10,10,0,84298.7,3,5500,0.666,5.85,0.72,50.32,75.33,0.77,0.566833333,56.88830943,FALSE
STM3658,23.333,43.333,33.333,13.333,63.333,36.667,13.333,10,3.333,37527.9,1.5,12490,0.56,9.74,0.681,25.7,113.67,0.5,0.236946667,47.89156627,FALSE
STM3674,40,56.667,30,13.333,70,30,16.667,6.667,10,54975.5,-1,13980,0.739,5.86,0.728,35.43,81.33,-0.03,0.2058,60.78824315,FALSE
STM3692,20,40,33.333,23.333,70,30,3.333,0,3.333,59417.4,-1,12490,0.739,9.05,0.74,73.48,110.67,0.637,0.258336667,57.66908213,FALSE
STM3719,36.667,53.333,30,13.333,60,40,16.667,6.667,10,40890.2,-1.5,0,0.51,8.73,0.645,14.15,87.67,0.547,0.4373,39.53703704,FALSE
STM3744,43.333,60,43.333,0,63.333,36.667,13.333,10,3.333,76595.4,2,0,0.925,6.91,0.717,37.65,123.67,0.497,0.482386667,58.50144092,FALSE
STM3762,40,66.667,40,3.333,60,40,6.667,6.667,0,16402.6,2,0,0.925,9.87,0.681,32.67,110.67,0.413,0.6284,50.83333333,TRUE
STM3768,33.333,53.333,36.667,3.333,63.333,36.667,10,10,0,39322.9,3,1490,0.582,6.08,0.727,58.68,113.67,0.487,0.4267,57.92792793,FALSE
STM3838,23.333,33.333,30,10,56.667,43.333,16.667,6.667,10,52598,-1,11000,0.732,8.91,0.696,96.37,97.67,-0.053,0.3815,52.46252677,FALSE
STM3857,56.667,70,46.667,6.667,63.333,36.667,6.667,6.667,0,36816.5,2,0,0.675,8.87,0.725,18.97,91.33,1.167,0.5812,54.37079731,FALSE
STM3903,23.333,43.333,26.667,20,53.333,46.667,33.333,20,13.333,34052.6,1,12490,0.741,5.57,0.758,35.68,65,-0.367,0.343026667,54.51612903,FALSE
STM3939,23.333,40,43.333,6.667,63.333,36.667,23.333,13.333,10,97358.7,1,2980,0.564,5.75,0.729,40.07,117.33,0.043,0.325,54.33843738,FALSE
STM3947,20,50,26.667,16.667,60,40,16.667,6.667,10,30336.7,-1.5,0,0.724,6.15,0.716,35.89,81,0.377,0.414466667,56,FALSE
STM3961,23.333,40,16.667,20,50,50,23.333,10,13.333,38924.1,-1,11000,0.823,6.51,0.705,26.41,26.33,-0.923,0.424733333,54.6705998,FALSE
STM4009,23.333,43.333,40,6.667,50,50,26.667,16.667,10,67376.5,1,0,0.5,5.19,0.76,56.63,130,0.03,0.141083333,53.67324561,FALSE
STM4217,33.333,50,33.333,13.333,66.667,33.333,16.667,10,6.667,22800.9,1,8480,0.56,9.51,0.664,30.06,75,0.13,0.606433333,56.60066007,FALSE
STM4220,36.667,66.667,33.333,6.667,53.333,46.667,23.333,6.667,16.667,48624.7,-3,0,0.883,5.03,0.728,27.76,87.67,0.32,0.21525,56.81481481,FALSE
STM4272,16.667,36.667,36.667,13.333,60,40,20,20,0,24642.4,6,2980,0.963,9.91,0.713,45.47,123.33,0.27,0.26171,58.84057971,FALSE
STM4303,23.333,53.333,40,10,63.333,36.667,23.333,10,13.333,27505.3,-1.5,1490,0.939,5.84,0.704,18.41,113.67,0.523,0.077536667,48.75,FALSE
STM4356,13.333,46.667,23.333,10,46.667,53.333,40,23.333,16.667,54279.1,1,5500,0.731,6.01,0.681,32.73,68.33,-0.937,0.5757,59.17312661,FALSE
STM4366,26.667,53.333,30,6.667,56.667,43.333,26.667,13.333,13.333,47376.9,0,6990,0.731,5.32,0.732,-14.7,94,-0.33,0.324066667,54.19553503,FALSE
STM4392,36.667,60,30,6.667,60,40,16.667,16.667,0,11414.1,4.5,0,0.53,8.48,0.619,23.13,87.67,0.16,0.509,53.33333333,FALSE
STM4439,33.333,56.667,46.667,6.667,63.333,36.667,20,6.667,13.333,13912,-2,0,0.816,7.91,0.722,23.58,123.67,0.833,0.500833333,47.80361757,FALSE
STM4499,36.667,53.333,33.333,10,56.667,43.333,30,23.333,6.667,25726.8,5,6990,0.975,4.7,0.619,22.61,71.67,-0.29,0.517123333,38.91213389,FALSE
STM4519,23.333,53.333,33.333,10,53.333,46.667,20,6.667,13.333,50037.9,-2.5,2980,0.936,5.86,0.748,44.6,78.33,-0.64,0.261933333,57.03865791,FALSE
STM4529,36.667,46.667,33.333,6.667,43.333,56.667,36.667,26.667,10,11373.9,4,0,0.666,9.47,0.698,33.62,68.67,-0.71,0.783633333,52.80528053,FALSE
STM4534,20,46.667,26.667,16.667,53.333,46.667,26.667,10,16.667,103962.3,-2,1490,0.939,5.86,0.742,15.94,68.33,-0.193,0.417833333,54.77223427,FALSE
STM4541,36.667,46.667,46.667,20,73.333,26.667,10,6.667,3.333,85076.9,1,17990,0.681,6.34,0.738,34.9,117.33,0.91,0.33435,53.4904014,FALSE
STM4559_S,20,36.667,16.667,30,56.667,43.333,26.667,6.667,20,25155.5,-4,12490,0.824,4.85,0.685,33.63,55.33,-0.033,0.157686667,53.09734513,FALSE
STM4579,43.333,60,23.333,13.333,63.333,36.667,23.333,16.667,6.667,49426,2.5,6990,0.571,6.81,0.734,83.75,29.67,-0.493,0.427733333,59.65292842,FALSE
STM4582,33.333,53.333,43.333,13.333,66.667,33.333,23.333,16.667,6.667,73619.7,2.5,5500,0.777,9.19,0.758,36.05,110.67,0.69,0.519533333,57.32714138,FALSE
STM4600,40,60,43.333,3.333,66.667,33.333,20,13.333,6.667,25366,2,0,0.675,5.9,0.64,26.15,91.33,0.47,0.227863333,52.54730713,FALSE
