Protein Name,Tiny,Small,Aliphatic,Aromatic,Non-Polar,Polar,Charged,Basic,Acidic,Molecular Weight,Charge,A280 Molar Extinction Coefficients,Improbability of expression in inclusion bodies,Isoelectric Point,CAI,Instability Index,Aliphatic Index,GRAVY,N-30 Disorder,GPC Content,Effector
XCV2894,53.333,60,33.333,6.667,46.667,53.333,20,20,0,108427.1,5.5,0,0.84,5.51,0.715,66.26,68.67,-0.283,0.557933333,62.72149783,FALSE
XCV2903,50,63.333,36.667,13.333,73.333,26.667,20,13.333,6.667,49188,1.5,2980,0.96,5.86,0.681,50.06,78.33,0.197,0.29043,64.11378556,FALSE
XCV2920,26.667,46.667,36.667,0,40,60,30,10,20,47924.5,-3,0,0.968,5.09,0.791,49.8,120.33,-0.27,0.530933333,68.85964912,FALSE
XCV2944,53.333,63.333,30,3.333,40,60,23.333,10,13.333,77831.9,-1.5,0,0.639,9.24,0.596,70.04,65.33,-0.39,0.775866667,63.44232516,TRUE
XCV2960,36.667,40,46.667,6.667,73.333,26.667,10,10,0,109160.4,3,0,0.852,8.82,0.736,38.28,130.33,1.29,0.198243333,66.76470588,FALSE
XCV2974,33.333,50,40,3.333,70,30,16.667,6.667,10,70844,-1,0,0.621,9.02,0.78,72.65,107.67,0.517,0.590466667,68.10477658,FALSE
XCV2983,36.667,56.667,26.667,10,50,50,30,16.667,13.333,52536.4,1,0,0.685,10.07,0.724,5.12,52.33,-0.49,0.415826667,71.37978142,FALSE
XCV3015,36.667,56.667,46.667,6.667,60,40,26.667,6.667,20,25337.9,-4,2980,0.943,6.53,0.758,68.28,110.67,0.31,0.16351,69.84126984,FALSE
XCV3020,13.333,26.667,26.667,6.667,43.333,56.667,40,13.333,26.667,71392.3,-4.5,0,0.632,4.81,0.764,34.43,84.67,-0.663,0.4404,65.42288557,FALSE
XCV3030,23.333,50,33.333,6.667,53.333,46.667,16.667,10,6.667,25398.3,1,5500,0.681,8.88,0.658,61.9,87.67,-0.36,0.536766667,68.62745098,FALSE
XCV3043,33.333,63.333,46.667,13.333,80,20,10,3.333,6.667,35326.4,-1.5,12490,0.724,7.82,0.628,41.49,107.67,0.507,0.524533333,68.07228916,FALSE
XCV3044,23.333,63.333,26.667,3.333,56.667,43.333,26.667,13.333,13.333,77753.7,0,0,0.822,8.47,0.679,-5.72,84.33,-0.373,0.466666667,64.94565217,FALSE
XCV3051,26.667,36.667,13.333,20,40,60,33.333,33.333,0,30084.3,8,6990,0.947,9.26,0.715,68.17,42.33,-1.473,0.54216,66.55052265,FALSE
XCV3072,33.333,70,26.667,3.333,53.333,46.667,16.667,16.667,0,22881.4,4.5,0,0.804,11.26,0.597,121.41,71.33,-0.453,0.733466667,67.44548287,FALSE
XCV3082,16.667,53.333,30,10,66.667,33.333,23.333,13.333,10,45109.7,0.5,5500,0.822,6.47,0.772,45.85,81.33,-0.203,0.437333333,65.3815261,FALSE
XCV3083,46.667,66.667,36.667,6.667,50,50,16.667,6.667,10,19975.7,-1,1490,0.823,5.11,0.686,9.98,94.33,0.303,0.456233333,64.25925926,FALSE
XCV3106,40,63.333,50,0,70,30,13.333,6.667,6.667,23490,0,0,0.892,6.44,0.662,55.98,120.67,0.537,0.320786667,69.65620329,FALSE
XCV3114,26.667,50,36.667,10,63.333,36.667,26.667,13.333,13.333,19645.4,-0.5,1490,0.732,5.64,0.762,88.23,97.67,0.01,0.335973333,67.9417122,FALSE
XCV3121,26.667,43.333,26.667,10,46.667,53.333,33.333,20,13.333,35113.3,1.5,5500,0.681,6.81,0.779,26.54,71.67,-0.81,0.431566667,65.29968454,FALSE
XCV3125,40,50,36.667,6.667,53.333,46.667,30,26.667,3.333,63318.6,6,0,0.906,6.44,0.75,40.93,88,-0.443,0.421666667,66.78220682,FALSE
XCV3128,20,53.333,43.333,16.667,86.667,13.333,6.667,0,6.667,37107.3,-2,6990,0.816,9.36,0.721,29.44,126.33,1.62,0.228636667,63.71681416,FALSE
XCV3132,56.667,63.333,56.667,6.667,86.667,13.333,6.667,6.667,0,33411.2,1.5,1490,0.862,7.72,0.716,7.47,130.67,1.333,0.623233333,59.59915612,FALSE
XCV3136,26.667,43.333,23.333,6.667,40,60,36.667,20,16.667,49544.6,1,1490,0.685,9.94,0.67,54.25,62,-1.153,0.4298,64.56977585,FALSE
XCV3166,20,40,46.667,3.333,73.333,26.667,16.667,16.667,0,131673.5,4.5,0,0.91,6.02,0.58,77.18,146.33,0.807,0.470046667,63.05856231,FALSE
XCV3167,30,53.333,53.333,0,66.667,33.333,10,3.333,6.667,127595.1,-1,0,0.732,6.78,0.649,35.49,156,1.2,0.453066667,66.41199774,FALSE
XCV3183,33.333,53.333,36.667,3.333,56.667,43.333,16.667,3.333,13.333,38257.1,-3,0,0.883,8.55,0.618,80.34,101,0.157,0.310756667,63.99235912,FALSE
XCV3193,36.667,43.333,36.667,6.667,63.333,36.667,20,16.667,3.333,48997.8,4,0,0.846,8.95,0.705,67.23,104.33,0.34,0.560733333,66.95652174,FALSE
XCV3201,16.667,33.333,23.333,6.667,46.667,53.333,36.667,23.333,13.333,21210.2,2.5,0,0.571,5.47,0.696,107.68,91,-0.72,0.464666667,64.15770609,FALSE
XCV3202,23.333,43.333,33.333,16.667,50,50,40,23.333,16.667,51291.6,0,5500,0.97,6.05,0.731,66.77,75,-0.82,0.561106667,66.87808316,FALSE
XCV3213,40,46.667,36.667,10,50,50,30,23.333,6.667,87430.1,4,0,0.956,6.7,0.748,67.82,81.67,-0.173,0.480983333,66.49916248,FALSE
XCV3215,36.667,46.667,30,10,63.333,36.667,10,10,0,101290.4,3,6990,0.542,6.81,0.591,55.36,78.33,-0.093,0.464066667,66.59729448,TRUE
XCV3220,33.333,63.333,16.667,3.333,46.667,53.333,26.667,16.667,10,72311,2,0,0.868,8.78,0.513,64.42,32.67,-1.26,0.7717,63.74180535,TRUE
XCV3226,30,66.667,50,3.333,76.667,23.333,20,6.667,13.333,22925.2,-2,0,0.888,9.21,0.65,62.53,123.67,0.913,0.379333333,66.98717949,FALSE
XCV3246,26.667,43.333,36.667,16.667,56.667,43.333,30,16.667,13.333,28103.1,-0.5,1490,0.939,6.49,0.723,31.17,94.67,-0.293,0.352433333,64.80743692,FALSE
XCV3251,56.667,83.333,43.333,6.667,66.667,33.333,10,3.333,6.667,36619.9,-1,1490,0.739,6.67,0.653,63.34,78.33,0.607,0.625666667,66.47342995,FALSE
XCV3271,33.333,60,40,0,56.667,43.333,20,16.667,3.333,18494.6,4,0,0.656,6.58,0.64,20.19,120,0.423,0.644666667,63.00578035,FALSE
XCV3276,30,60,16.667,16.667,53.333,46.667,16.667,3.333,13.333,17407.8,-3,12490,0.6,5.44,0.612,79.23,48.67,-0.49,0.361486667,62.96296296,FALSE
XCV3292,26.667,53.333,50,10,83.333,16.667,10,6.667,3.333,32890.4,0.5,11000,0.731,6.34,0.642,53.26,127,0.667,0.566366667,64.79028698,FALSE
XCV3314,33.333,46.667,23.333,6.667,46.667,53.333,26.667,13.333,13.333,21387.3,-0.5,1490,0.498,7.85,0.712,38.46,81.33,-0.74,0.27338,69.54314721,FALSE
XCV3316,50,53.333,40,3.333,63.333,36.667,16.667,13.333,3.333,18766.8,3,1490,0.582,6.65,0.661,30.26,94.67,0.1,0.526233333,66.0952381,FALSE
XCV3355,33.333,53.333,46.667,13.333,83.333,16.667,6.667,3.333,3.333,31727.7,-0.5,0,0.739,8.96,0.697,25.66,136.67,1.267,0.325296667,64.12037037,FALSE
XCV3392,40,66.667,33.333,3.333,60,40,13.333,10,3.333,58701.9,1.5,0,0.862,9.74,0.423,-0.79,90.67,0.437,0.553766667,57.69944341,FALSE
XCV3425,50,60,53.333,0,63.333,36.667,13.333,10,3.333,48773.9,2,0,0.571,6.09,0.672,56.68,127.33,0.807,0.662933333,66.80761099,FALSE
XCV3463,33.333,50,33.333,3.333,53.333,46.667,30,20,10,52325.7,3,0,0.852,5.33,0.752,41.59,88,-0.34,0.44391,65.09884117,FALSE
XCV3487,30,50,46.667,10,76.667,23.333,16.667,10,6.667,24783,1,11000,0.56,5.43,0.605,13.71,126.67,0.95,0.533066667,65,FALSE
XCV3514,36.667,50,20,10,43.333,56.667,33.333,23.333,10,25910.4,3.5,0,0.542,6.45,0.792,69.58,45.67,-0.91,0.327466667,67.3553719,FALSE
XCV3589,43.333,63.333,20,0,46.667,53.333,23.333,20,3.333,23687,5,0,0.884,7.09,0.708,74.09,58.67,-0.853,0.65712,64.22018349,FALSE
XCV3613,30,40,43.333,10,76.667,23.333,6.667,6.667,0,47638.2,2,1490,0.553,7.85,0.755,61.83,143,1.523,0.189853333,63.28066215,FALSE
XCV3686,36.667,43.333,36.667,23.333,73.333,26.667,13.333,13.333,0,73084.8,2.5,2980,0.681,9.08,0.65,24.75,110.67,0.88,0.4285,66.21553885,FALSE
XCV3741,36.667,53.333,23.333,6.667,46.667,53.333,23.333,13.333,10,19021.9,1,1490,0.96,6.73,0.697,47.6,62,-0.787,0.605266667,63.17829457,FALSE
XCV3785,40,73.333,23.333,0,60,40,20,6.667,13.333,66686.7,-2,0,0.835,5.28,0.588,109.95,49,-0.66,0.719133333,64.88384657,TRUE
XCV3885,33.333,56.667,23.333,6.667,43.333,56.667,23.333,13.333,10,24044.2,0,0,0.629,5.69,0.643,65.32,78,-0.433,0.441486667,66.08187135,FALSE
XCV3938,13.333,46.667,26.667,20,60,40,20,16.667,3.333,68241.9,3.5,5500,0.582,7.7,0.793,56.52,84.33,0.043,0.289046667,66.29863302,FALSE
XCV4003,40,60,46.667,13.333,76.667,23.333,10,10,0,21063.1,2.5,0,0.69,8.88,0.645,37.02,120.33,1.203,0.47247,64.99162479,FALSE
XCV4042,16.667,46.667,36.667,10,56.667,43.333,23.333,13.333,10,24689.6,0,1490,0.621,11.51,0.647,65.98,129.67,0.117,0.444333333,66.05783866,FALSE
XCV4048,33.333,53.333,36.667,13.333,60,40,23.333,13.333,10,20964.6,-1,0,0.968,4.98,0.71,84.45,88,0.133,0.54763,63.44086022,FALSE
XCV4052,33.333,50,40,6.667,50,50,30,16.667,13.333,42326,0.5,0,0.619,10.03,0.816,64.14,101,-0.133,0.5214,64.61675579,FALSE
XCV4069,36.667,43.333,60,6.667,73.333,26.667,6.667,6.667,0,42095.2,2,11000,0.675,5.82,0.66,32.02,169.33,1.493,0.468293333,65.73839662,FALSE
XCV4081,33.333,56.667,36.667,16.667,60,40,26.667,13.333,13.333,26748.5,-1.5,6990,0.979,10.47,0.664,16.34,78.33,-0.263,0.446466667,70.38512616,FALSE
XCV4089,23.333,43.333,33.333,6.667,50,50,23.333,13.333,10,25110.6,0.5,1490,0.619,5.84,0.709,47.56,110.33,-0.227,0.177033333,62.31884058,FALSE
XCV4130,36.667,53.333,36.667,16.667,73.333,26.667,13.333,10,3.333,28270.6,1,5500,0.731,4.79,0.717,55.01,91.33,0.697,0.384713333,64.56009913,FALSE
XCV4169,33.333,53.333,33.333,13.333,56.667,43.333,30,16.667,13.333,66893.4,-0.5,5500,0.888,5.28,0.73,45.9,94.33,0.097,0.345993333,64.5,FALSE
XCV4190,43.333,76.667,36.667,0,73.333,26.667,10,3.333,6.667,51035.5,-1,0,0.739,9.34,0.697,64.13,84.67,0.483,0.590166667,65.72668113,FALSE
XCV4213,46.667,60,36.667,10,63.333,36.667,26.667,16.667,10,32850.8,1.5,0,0.862,6.14,0.657,25.6,65.33,0.11,0.156063333,66.00221484,FALSE
XCV4248,36.667,60,36.667,10,66.667,33.333,20,13.333,6.667,81047.3,1,1490,0.942,5.92,0.749,36.95,88,-0.12,0.325933333,65.2854512,FALSE
XCV4272,43.333,56.667,53.333,0,76.667,23.333,10,6.667,3.333,59742.4,1,0,0.921,9.6,0.783,48.76,153,1.12,0.5466,64.69907407,FALSE
XCV4295,53.333,73.333,33.333,6.667,63.333,36.667,10,3.333,6.667,88891.1,-1,2980,0.897,5.76,0.718,74.89,62.33,0.023,0.642633333,65.83333333,FALSE
XCV4353,30,53.333,43.333,6.667,73.333,26.667,10,10,0,37156.3,3,1490,0.666,6.45,0.686,63.73,123.67,0.693,0.6525,65.12524085,FALSE
XCV4395,36.667,56.667,50,6.667,76.667,23.333,16.667,10,6.667,77104.3,1,0,0.681,6.25,0.753,58.67,124,0.873,0.5398,70.5963939,FALSE
XCV4428,30,53.333,43.333,16.667,73.333,26.667,10,6.667,3.333,48397.3,1,6990,0.782,5.99,0.358,29.89,123.33,1.067,0.35309,50.77605322,TRUE
XCV4438,36.667,73.333,36.667,0,66.667,33.333,16.667,6.667,10,49818.9,-1,0,0.629,8,0.656,54.46,84.67,0.093,0.6516,68.88888889,TRUE
XCV4442,36.667,60,33.333,6.667,60,40,16.667,10,6.667,144716.7,0.5,1490,0.892,5.86,0.729,62.54,100.67,0.13,0.3761,69.89884037,FALSE
XCV4461,36.667,56.667,43.333,10,63.333,36.667,23.333,10,13.333,34258.4,-1,0,0.732,8.57,0.722,23.79,104.33,0.53,0.157193333,70.95391211,FALSE
XCVd0104,33.333,56.667,16.667,6.667,33.333,66.667,26.667,6.667,20,49833.6,-4,1490,0.932,6.49,0.282,74.97,48.67,-0.777,0.695033333,42.22720478,TRUE
