Protein Name,Tiny,Small,Aliphatic,Aromatic,Non-Polar,Polar,Charged,Basic,Acidic,Molecular Weight,Charge,A280 Molar Extinction Coefficients,Improbability of expression in inclusion bodies,Isoelectric Point,CAI,Instability Index,Aliphatic Index,GRAVY,N-30 Disorder,GPC Content,Effector
CT_367,36.667,50,16.667,16.667,53.333,46.667,13.333,10,3.333,20512.49,1.5,0,0.921,6.29,0.727,46.51,61.67,0.037,0.268453,41.98198198,FALSE
CT_370,33.333,36.667,23.333,10,53.333,46.667,26.667,16.667,10,53097.54,1.5,0,0.681,8.82,0.752,85.02,81.33,0.123,0.23329,42.37995825,FALSE
CT_373,33.333,60,10,16.667,63.333,36.667,20,6.667,13.333,21863.98,-2.5,2980,0.522,5.66,0.754,60.43,26,-0.717,0.37903,40.98639456,FALSE
CT_375,36.667,50,43.333,16.667,70,30,13.333,10,3.333,38036.72,1,8480,0.619,5.32,0.738,35.34,130,0.73,0.241183,46.17563739,FALSE
CT_378,36.667,50,33.333,6.667,66.667,33.333,20,6.667,13.333,57770.72,-2.5,0,0.936,5.56,0.714,29.91,97.67,0.563,0.268277,41.31812421,FALSE
CT_383,36.667,63.333,16.667,23.333,73.333,26.667,3.333,0,3.333,26729.39,-1,7450,0.945,9.31,0.735,55.74,52,0.14,0.208977,44.67213115,TRUE
CT_393,30,40,30,10,50,50,23.333,16.667,6.667,65653.33,3,2980,0.542,5.53,0.749,43.28,84.67,-0.33,0.340907,43.01260023,FALSE
CT_395,26.667,53.333,13.333,0,26.667,73.333,23.333,0,23.333,21668.28,-7,0,0.952,4.6,0.761,105.88,48.67,-1.387,0.493133,40.4886562,FALSE
CT_397,20,40,23.333,10,46.667,53.333,36.667,36.667,0,78065.42,10.5,0,0.484,9.27,0.726,24.46,71.33,-0.83,0.425063,42.15827338,FALSE
CT_399,20,36.667,30,23.333,60,40,20,13.333,6.667,36020.82,1,2980,0.5,5.58,0.745,52.64,91,0.15,0.181227,40.32421479,FALSE
CT_402,23.333,43.333,36.667,13.333,56.667,43.333,20,16.667,3.333,46766.74,4,12490,0.953,9.64,0.742,40.3,113.67,0.183,0.213273,44.20634921,FALSE
CT_404,30,46.667,26.667,6.667,50,50,36.667,16.667,20,31350.01,-1,1490,0.732,8.63,0.74,29.43,81.33,-0.343,0.318367,42.51207729,FALSE
CT_405,20,36.667,36.667,13.333,56.667,43.333,33.333,20,13.333,22221.96,1,0,0.631,6.07,0.768,31.62,113.67,0.25,0.169523,42.16666667,FALSE
CT_406,23.333,46.667,23.333,6.667,46.667,53.333,36.667,23.333,13.333,17660.37,2.5,0,0.79,9.14,0.741,92.69,68.33,-0.82,0.280497,38.70967742,FALSE
CT_408,26.667,46.667,46.667,6.667,63.333,36.667,13.333,10,3.333,18939.64,2,5500,0.571,9.83,0.752,41,162.33,1.087,0.206637,41.86507937,FALSE
CT_410,30,50,26.667,6.667,50,50,16.667,10,6.667,49377.12,0.5,0,0.942,8.93,0.76,40.68,94.33,-0.087,0.339963,39.12363067,FALSE
CT_411,26.667,40,30,26.667,76.667,23.333,3.333,3.333,0,69029.9,1,12490,0.782,9.23,0.734,30.45,94.33,0.867,0.149233,40.73464912,FALSE
CT_419,40,50,20,3.333,43.333,56.667,36.667,30,6.667,8944.3,6.5,0,0.833,11.03,0.803,37.51,45.67,-1.333,0.495463,45.23809524,FALSE
CT_420,16.667,46.667,33.333,6.667,56.667,43.333,26.667,10,16.667,12163.03,-2,2980,0.888,9.27,0.783,23.42,107,-0.277,0.24985,40.12345679,FALSE
CT_422,20,40,33.333,3.333,43.333,56.667,20,6.667,13.333,18439.76,-2,0,0.724,4.38,0.747,100.48,117,-0.19,0.343433,40.12345679,FALSE
CT_426,36.667,50,33.333,6.667,56.667,43.333,23.333,13.333,10,41289.52,1,1490,0.782,6.63,0.722,60.33,101,0.107,0.218777,41.53153153,FALSE
CT_427,30,53.333,30,10,60,40,10,6.667,3.333,30622.03,1,1490,0.978,5.88,0.712,59.2,91,0.107,0.275213,40.87591241,FALSE
CT_428,20,46.667,26.667,13.333,53.333,46.667,20,10,10,25842.9,-0.5,1490,0.629,9.36,0.722,51.88,94.33,-0.093,0.237253,43.33333333,FALSE
CT_430,46.667,53.333,23.333,13.333,63.333,36.667,6.667,3.333,3.333,30576.1,0,2980,0.979,4.98,0.694,39.31,81.33,0.457,0.35697,41.18357488,FALSE
CT_432,30,50,40,6.667,50,50,20,10,10,54271.38,0,2980,0.731,6.25,0.759,43.94,114,-0.113,0.299803,42.90495315,FALSE
CT_436,20,33.333,23.333,3.333,36.667,63.333,30,20,10,11868.95,3,0,0.852,10.47,0.78,56.79,78,-1.047,0.40261,39.62264151,FALSE
CT_437,36.667,50,26.667,6.667,46.667,53.333,30,13.333,16.667,76537.57,-1.5,0,0.888,5.21,0.752,66.18,75,-0.387,0.295687,43.26139089,FALSE
CT_441,20,36.667,36.667,13.333,66.667,33.333,20,13.333,6.667,73305.83,2,0,0.777,6.18,0.733,70.23,107.33,0.58,0.315413,40.87855297,FALSE
CT_442,40,63.333,30,0,46.667,53.333,16.667,10,6.667,15985.63,1,0,0.978,6.55,0.775,50.75,87.67,-0.193,0.38515,40.61810155,TRUE
CT_444,43.333,63.333,36.667,3.333,63.333,36.667,20,10,10,9205.64,0,0,0.5,7.94,0.717,25.53,104,0.887,0.31902,44.56928839,FALSE
CT_445,30,66.667,30,10,60,40,16.667,10,6.667,58510.89,0.5,1490,0.822,6.13,0.775,46.46,71.33,-0.09,0.355813,43.26101249,FALSE
CT_447,13.333,30,20,16.667,43.333,56.667,40,23.333,16.667,64612.2,1.5,6990,0.782,9.31,0.729,32.44,74.67,-0.877,0.343573,41.02564103,FALSE
CT_449,40,53.333,23.333,10,46.667,53.333,20,13.333,6.667,12042.32,2,5500,0.925,9.02,0.823,51.21,65,-0.243,0.364837,41.14114114,TRUE
CT_450,23.333,40,40,3.333,56.667,43.333,16.667,6.667,10,28824.69,-1.5,0,0.724,6.18,0.704,72.14,127,0.153,0.296877,42.65091864,FALSE
CT_451,20,43.333,36.667,16.667,53.333,46.667,20,10,10,33805.19,-1,0,0.888,8.84,0.699,50.76,133,0.737,0.21882,42.15686275,FALSE
CT_454,36.667,43.333,40,10,56.667,43.333,16.667,3.333,13.333,62980.02,-3.5,0,0.943,6.03,0.728,35.9,127,0.783,0.263633,42.61229314,FALSE
CT_457,30,36.667,16.667,16.667,33.333,66.667,50,43.333,6.667,26563.13,9.5,5500,0.711,5.61,0.758,6.1,36,-1.55,0.346193,41.9804742,FALSE
CT_458,13.333,40,23.333,13.333,53.333,46.667,33.333,16.667,16.667,19280.48,-0.5,8480,0.823,8.92,0.778,61.86,78,-0.687,0.272697,40.07936508,FALSE
CT_461,36.667,60,46.667,13.333,70,30,6.667,3.333,3.333,36954.62,-0.5,11000,0.621,9.17,0.714,16.84,130,1.097,0.2517,41.01010101,FALSE
CT_463,30,40,26.667,13.333,53.333,46.667,10,6.667,3.333,30426.97,1,9970,0.862,9.1,0.744,25.52,81.33,-0.417,0.19823,42.66169154,FALSE
CT_464,16.667,36.667,30,20,63.333,36.667,26.667,3.333,23.333,26183.97,-6,4470,0.514,5.12,0.722,52.42,104,0.207,0.194657,41.18518519,FALSE
CT_467,36.667,60,26.667,3.333,43.333,56.667,23.333,10,13.333,39927.9,-1,1490,0.621,5.51,0.708,50.56,78,-0.333,0.318207,41.8319169,FALSE
CT_475,23.333,36.667,40,6.667,63.333,36.667,16.667,6.667,10,87094.77,-1,0,0.498,5.9,0.69,112.96,143,0.803,0.216297,43.06784661,FALSE
CT_477,40,60,30,6.667,56.667,43.333,13.333,6.667,6.667,19075.18,0,0,0.822,7.04,0.714,65.82,71.67,0.113,0.33759,47.17348928,FALSE
CT_485,30,50,33.333,10,56.667,43.333,16.667,6.667,10,35542,-1,1490,0.621,8.26,0.747,28.21,104,0.187,0.23247,42.01058201,FALSE
CT_487,33.333,53.333,20,6.667,50,50,26.667,23.333,3.333,20887,6,0,0.833,8.56,0.718,11.96,68,-0.307,0.285533,40.4886562,FALSE
CT_488,23.333,43.333,33.333,16.667,70,30,23.333,10,13.333,27694.7,-1.5,6990,0.816,5.74,0.748,10.99,100.67,0.387,0.207087,44.62585034,FALSE
CT_489,23.333,43.333,23.333,10,46.667,53.333,36.667,26.667,10,49862.64,4.5,1490,0.846,6.36,0.741,71.79,71.33,-0.803,0.315487,40.27149321,FALSE
CT_491,16.667,33.333,23.333,3.333,36.667,63.333,50,26.667,23.333,51697.62,0.5,0,0.619,6.84,0.749,90.44,71.33,-1.267,0.438707,44.08602151,FALSE
CT_493,23.333,46.667,26.667,16.667,66.667,33.333,23.333,13.333,10,96583.66,1,1490,0.921,5.37,0.742,12.6,74.67,0.15,0.282923,42.02229912,FALSE
CT_494,30,40,36.667,23.333,83.333,16.667,10,10,0,35760.3,3,0,0.542,8.12,0.729,-3.83,117,1.513,0.182917,42.97188755,FALSE
CT_497,30,46.667,23.333,0,50,50,16.667,10,6.667,53298.07,1,0,0.921,6.01,0.722,46.38,78,-0.283,0.40645,41.5081043,FALSE
CT_499,23.333,36.667,36.667,10,60,40,20,10,10,26907.91,-0.5,0,0.732,7.09,0.745,50.07,126.67,0.587,0.162463,39.6011396,FALSE
CT_500,30,40,36.667,6.667,56.667,43.333,26.667,13.333,13.333,15322.64,-0.5,0,0.498,5.19,0.774,24.71,120.33,0.293,0.166183,40.37558685,FALSE
CT_501,26.667,36.667,33.333,20,66.667,33.333,16.667,6.667,10,22293.15,-1.5,5960,0.816,6.12,0.763,50.92,113.67,0.547,0.206893,39.63515755,FALSE
CT_502,23.333,46.667,36.667,13.333,70,30,23.333,13.333,10,18714.97,0,2980,0.621,9.17,0.778,24.09,117,0.373,0.174083,40.54580897,FALSE
CT_505,16.667,40,43.333,3.333,63.333,36.667,23.333,20,3.333,36274.58,5,0,0.906,5.58,0.732,60.02,146,0.44,0.177527,41.39303483,FALSE
CT_506,26.667,36.667,23.333,13.333,43.333,56.667,33.333,33.333,0,16151.97,8.5,0,0.931,11.27,0.764,30.79,68.33,-0.62,0.340953,38.49765258,FALSE
CT_509,26.667,40,40,6.667,70,30,20,16.667,3.333,13881.33,4,2980,0.656,11.01,0.791,16.7,136.67,0.463,0.185753,40.6504065,FALSE
CT_510,30,33.333,36.667,13.333,60,40,16.667,13.333,3.333,50303.35,3,0,0.852,10.14,0.75,44.65,120.33,0.793,0.15238,41.77583697,FALSE
CT_512,23.333,50,26.667,3.333,43.333,56.667,36.667,23.333,13.333,17761.79,2.5,0,0.571,9.87,0.749,39.08,87.33,-0.537,0.323003,42.36947791,FALSE
CT_514,20,53.333,30,0,50,50,30,16.667,13.333,19851.27,1,0,0.96,9.96,0.782,43.37,94,-0.513,0.334883,42.75362319,FALSE
CT_516,10,26.667,23.333,10,43.333,56.667,33.333,20,13.333,20581,2,2980,0.777,9.46,0.788,58.33,84.33,-0.787,0.262673,40.14732965,FALSE
CT_519,26.667,56.667,33.333,0,46.667,53.333,36.667,26.667,10,9645.14,5,0,0.975,10.47,0.789,44.5,93.67,-0.167,0.326983,42.85714286,FALSE
CT_522,33.333,46.667,13.333,16.667,56.667,43.333,20,16.667,3.333,24415.47,4,12490,0.53,9.97,0.739,31.21,39,-0.76,0.33918,43.40740741,FALSE
CT_523,26.667,43.333,36.667,6.667,56.667,43.333,30,26.667,3.333,12452.69,7,1490,0.799,11.34,0.78,22.3,84.67,-0.327,0.33848,45.23809524,FALSE
CT_528,26.667,46.667,30,6.667,56.667,43.333,23.333,16.667,6.667,23514.31,2.5,0,0.79,9.72,0.711,51.61,97.33,0.177,0.275007,43.99399399,FALSE
CT_529,43.333,60,26.667,6.667,60,40,13.333,13.333,0,30989.05,4,0,0.592,9.4,0.74,29.24,62,-0.053,0.315977,48.49498328,TRUE
CT_530,33.333,53.333,43.333,13.333,63.333,36.667,16.667,13.333,3.333,33946.32,2,1490,0.56,8.87,0.725,30.11,126.67,0.71,0.221907,46.37223975,FALSE
CT_532,6.667,36.667,36.667,10,60,40,23.333,13.333,10,16623.61,0.5,1490,0.731,9.19,0.759,27.35,136.33,0.07,0.201273,40.47619048,FALSE
CT_535,16.667,43.333,20,10,36.667,63.333,46.667,30,16.667,18526.32,3.5,1490,0.77,8.61,0.781,55.78,65,-1.16,0.40136,41.20082816,FALSE
CT_536,20,50,36.667,6.667,56.667,43.333,36.667,13.333,23.333,28857.49,-3,0,0.889,9.18,0.737,21.6,116.67,0.417,0.17662,38.37981408,FALSE
CT_537,33.333,50,26.667,6.667,50,50,33.333,20,13.333,17563.85,1.5,1490,0.56,4.62,0.736,36.68,84.33,-0.307,0.33823,44.93670886,FALSE
CT_539,30,56.667,36.667,13.333,66.667,33.333,13.333,0,13.333,11197.03,-4,5500,0.966,5.02,0.808,11.05,100.67,0.713,0.217497,43.36569579,FALSE
CT_541,40,60,33.333,6.667,70,30,6.667,3.333,3.333,26663.4,0,5500,0.942,5,0.788,55.44,94.33,0.67,0.298087,39.48087432,FALSE
CT_543,23.333,53.333,23.333,16.667,56.667,43.333,16.667,13.333,3.333,49188.94,3,12490,0.874,6.65,0.728,76.57,74.67,-0.293,0.208917,41.64724165,FALSE
CT_549,23.333,46.667,26.667,16.667,60,40,23.333,10,13.333,16424.01,-1.5,1490,0.888,5.76,0.783,59.75,74.67,-0.01,0.272147,42.17687075,FALSE
CT_553,30,43.333,16.667,23.333,53.333,46.667,20,13.333,6.667,37041.49,1.5,4470,0.96,9.22,0.764,71.45,52,-0.477,0.325023,44.47852761,FALSE
CT_555,26.667,43.333,26.667,13.333,43.333,56.667,23.333,16.667,6.667,136142.27,2.5,0,0.69,5.81,0.712,46.21,81.33,-0.197,0.25758,40.27777778,FALSE
CT_557,50,70,43.333,6.667,76.667,23.333,10,3.333,6.667,49490.96,-1,1490,0.498,6.33,0.727,6.89,91.33,0.7,0.204107,45.49356223,FALSE
CT_558,20,43.333,23.333,6.667,53.333,46.667,30,23.333,6.667,34660.65,5,5500,0.754,7.19,0.718,74.08,78,-0.697,0.368343,44.23076923,FALSE
CT_574,13.333,40,33.333,3.333,43.333,56.667,36.667,13.333,23.333,39392.19,-3,0,0.968,5.41,0.748,59,107.33,-0.577,0.336023,43.97759104,FALSE
CT_575,36.667,60,40,0,50,50,16.667,6.667,10,64138.81,-1,0,0.829,5.6,0.721,65.01,117,0.243,0.388717,44.36741768,FALSE
CT_581,30,46.667,26.667,10,50,50,26.667,13.333,13.333,72600.85,-1,0,0.816,5.77,0.722,65.54,62,-0.4,0.332133,43.13417191,FALSE
CT_587,23.333,53.333,36.667,6.667,56.667,43.333,26.667,10,16.667,45438.54,-2,1490,0.888,4.61,0.686,41.25,120,0.373,0.185493,42.82352941,FALSE
CT_588,30,40,33.333,16.667,63.333,36.667,16.667,13.333,3.333,72875.04,2.5,6990,0.553,5.44,0.702,29.25,107.33,0.627,0.167333,40.60419867,FALSE
CT_591,13.333,46.667,26.667,6.667,50,50,33.333,13.333,20,25669.71,-3,0,0.877,6.02,0.726,40.5,94,-0.53,0.256867,42.34620887,FALSE
CT_592,36.667,46.667,43.333,0,73.333,26.667,13.333,10,3.333,63871.04,2,0,0.69,7.27,0.762,7.32,127,0.75,0.36669,43.26364692,FALSE
CT_594,26.667,50,33.333,13.333,53.333,46.667,36.667,13.333,23.333,29702.65,-4,0,0.899,4.95,0.74,48.44,97.33,0.057,0.28261,41.66666667,FALSE
CT_595,36.667,43.333,20,23.333,63.333,36.667,13.333,6.667,6.667,76110.18,0,8480,0.731,6.31,0.781,38.58,65,0.283,0.24942,42.66474266,FALSE
CT_597,13.333,43.333,40,10,63.333,36.667,26.667,6.667,20,15374.86,-4,1490,0.943,5.45,0.781,53.34,133,0.683,0.184227,40.68627451,FALSE
CT_599,26.667,40,40,10,63.333,36.667,23.333,13.333,10,47566.64,0,0,0.732,9.01,0.713,70.54,149.33,0.963,0.228977,41.66666667,FALSE
CT_600,30,40,23.333,20,60,40,20,13.333,6.667,21532.28,2,6990,0.571,8.86,0.734,35.68,81.33,0.363,0.242527,40.03527337,FALSE
CT_603,36.667,56.667,30,6.667,60,40,26.667,10,16.667,21716.67,-2,0,0.61,4.75,0.721,21.25,78,0.04,0.28642,42.34693878,FALSE
CT_606,23.333,33.333,30,16.667,53.333,46.667,33.333,23.333,10,23314.79,3.5,1490,0.77,7.05,0.717,3.67,100.67,0.083,0.240673,41.42857143,FALSE
CT_607,16.667,30,16.667,20,46.667,53.333,23.333,6.667,16.667,26001.79,-3.5,17990,0.979,8.82,0.79,89.89,55.33,-1.053,0.285813,44.05797101,FALSE
CT_609,26.667,43.333,40,10,63.333,36.667,13.333,10,3.333,49150.66,0.5,0,0.823,8.91,0.723,71.73,110.67,0.363,0.3652,43.78337147,FALSE
CT_611,16.667,33.333,33.333,6.667,50,50,30,16.667,13.333,27115.27,0.5,0,0.631,5.61,0.765,82.31,107.33,-0.323,0.246443,41.93989071,FALSE
CT_613,33.333,46.667,26.667,16.667,50,50,23.333,20,3.333,50312.59,4,6990,0.7,5.6,0.707,54.11,81.33,-0.333,0.218537,42.42424242,FALSE
CT_615,26.667,36.667,36.667,0,43.333,56.667,36.667,10,26.667,66133.13,-5,0,0.502,8.09,0.751,54.76,91.33,-0.563,0.37797,42.5990676,FALSE
CT_617,23.333,43.333,20,0,40,60,40,36.667,3.333,10855.8,10,0,0.617,11.15,0.811,64.82,52,-1.43,0.5306,42.76094276,FALSE
CT_621,33.333,50,26.667,6.667,40,60,30,20,10,92707.13,2.5,1490,0.69,4.92,0.737,9.83,75,-0.81,0.3651,41.13645458,TRUE
CT_624,30,43.333,23.333,10,50,50,26.667,16.667,10,59880.73,2,0,0.79,9.4,0.795,33.09,87.67,-0.083,0.30213,40.78212291,FALSE
CT_625,36.667,50,36.667,13.333,70,30,16.667,10,6.667,31653.27,0,1490,0.739,5.66,0.735,49.51,94.67,0.103,0.278467,43.82929642,FALSE
CT_628,26.667,46.667,16.667,13.333,46.667,53.333,33.333,20,13.333,32550.16,2,2980,0.79,4.88,0.744,23.19,58.33,-0.873,0.344413,41.55251142,FALSE
CT_630,13.333,36.667,26.667,16.667,53.333,46.667,30,13.333,16.667,25742.83,-1.5,6990,0.816,8.68,0.784,26.81,87.67,-0.47,0.317667,35.52631579,FALSE
CT_633,23.333,36.667,33.333,0,46.667,53.333,30,26.667,3.333,37736.74,7,0,0.931,6.26,0.741,69.79,107.33,-0.473,0.320967,40.51130777,FALSE
CT_634,33.333,56.667,26.667,6.667,60,40,26.667,16.667,10,51757.13,2,1490,0.868,8.91,0.761,1.28,84.33,-0.077,0.312,40.4148784,FALSE
CT_637,23.333,43.333,23.333,10,50,50,26.667,6.667,20,44689.65,-4,0,0.932,5.52,0.682,82.46,71.67,-0.49,0.328873,40.98088113,FALSE
CT_640,26.667,46.667,33.333,13.333,50,50,16.667,6.667,10,114402.47,-1.5,1490,0.61,6.28,0.747,33.7,97.67,-0.043,0.30475,39.56882255,FALSE
CT_643,26.667,36.667,33.333,6.667,53.333,46.667,30,20,10,96704.33,3,0,0.542,8.89,0.714,46.69,117,0.197,0.256897,41.49184149,FALSE
CT_649,16.667,30,26.667,0,36.667,63.333,46.667,30,16.667,20746.08,4,0,0.976,6.62,0.778,107.08,78,-1.303,0.36639,43.94785847,FALSE
CT_650,36.667,46.667,36.667,6.667,63.333,36.667,23.333,13.333,10,37830.34,1,1490,0.862,7.02,0.725,68.42,91.33,0.12,0.295667,44.09820585,FALSE
CT_652,13.333,40,43.333,13.333,56.667,43.333,16.667,10,6.667,55677.48,0,0,0.823,7.3,0.731,63.41,130,0.333,0.26586,42.05231388,FALSE
CT_655,20,43.333,30,6.667,56.667,43.333,30,13.333,16.667,29617.03,-1,0,0.621,5.71,0.742,72.94,91,-0.07,0.26357,43.33333333,FALSE
CT_658,26.667,50,36.667,10,63.333,36.667,20,6.667,13.333,37763.53,-2,1490,0.816,6.96,0.755,25.9,113.67,0.457,0.221003,44.97512438,FALSE
CT_662,26.667,43.333,26.667,3.333,46.667,53.333,30,16.667,13.333,38855.35,1,1490,0.862,6.84,0.721,26.84,90.67,-0.587,0.336943,44.3452381,FALSE
CT_669,23.333,46.667,36.667,3.333,53.333,46.667,23.333,3.333,20,48202.58,-5,0,0.742,5.59,0.721,51.73,120,0.403,0.25782,44.92099323,FALSE
CT_673,36.667,50,26.667,10,46.667,53.333,20,16.667,3.333,55926.19,4,2980,0.53,6.17,0.763,36.81,94,-0.077,0.313423,42.97352342,FALSE
CT_675,33.333,46.667,36.667,6.667,53.333,46.667,20,16.667,3.333,40243.71,3,0,0.571,6.09,0.747,61.94,123.67,0.293,0.25244,41.643324,FALSE
CT_677,36.667,43.333,23.333,13.333,50,50,30,20,10,20082.15,2.5,0,0.675,8.59,0.773,-1.33,55.33,-0.303,0.352687,44.81481481,FALSE
CT_680,33.333,40,16.667,16.667,46.667,53.333,26.667,16.667,10,31146.24,1,5500,0.731,6.27,0.756,52.03,55.33,-0.523,0.31145,42.04946996,FALSE
CT_684,23.333,50,23.333,13.333,63.333,36.667,16.667,3.333,13.333,53959.38,-3,2980,0.809,5.73,0.719,70.73,65,-0.4,0.239413,42.28650138,FALSE
CT_686,20,40,20,16.667,40,60,33.333,23.333,10,44612.84,3,12490,0.777,6.03,0.716,29.75,52,-1.4,0.410677,43.93939394,FALSE
CT_692,33.333,70,46.667,13.333,83.333,16.667,3.333,0,3.333,45429.23,-1,12490,0.629,9.51,0.74,33.69,123.33,1.15,0.247897,44.41842311,FALSE
CT_693,13.333,46.667,33.333,3.333,50,50,40,23.333,16.667,42997.39,2,0,0.571,5.62,0.72,-8.42,116.67,-0.26,0.15631,45.2970297,FALSE
CT_694,40,73.333,13.333,3.333,40,60,10,3.333,6.667,34745.52,-1,1490,0.874,5.27,0.712,40.48,48.67,-0.98,0.397717,41.97530864,TRUE
CT_695,43.333,73.333,16.667,3.333,50,50,23.333,3.333,20,44250.78,-5,0,0.669,5.16,0.69,72.79,52,-0.573,0.43358,44.61152882,TRUE
CT_697,30,53.333,33.333,6.667,56.667,43.333,13.333,13.333,0,23429.17,4,0,0.592,9.21,0.768,42.42,97.67,0.05,0.324077,41.66666667,FALSE
CT_698,40,66.667,40,0,63.333,36.667,16.667,6.667,10,48097.8,-1,0,0.739,5.05,0.734,13.75,110.67,0.37,0.319003,42.09737828,FALSE
CT_699,23.333,36.667,30,10,53.333,46.667,30,16.667,13.333,34076.46,1,1490,0.56,9.28,0.71,23.59,87.67,-0.053,0.288507,42.27373068,FALSE
CT_704,33.333,50,33.333,10,56.667,43.333,20,16.667,3.333,46568.99,4,2980,0.846,7.76,0.765,21.34,87.67,-0.083,0.27186,43.14679643,FALSE
CT_706,20,46.667,33.333,6.667,56.667,43.333,33.333,16.667,16.667,22049.49,0,2980,0.631,5.1,0.736,6.61,107,-0.127,0.14696,42.97385621,FALSE
CT_710,30,53.333,33.333,10,53.333,46.667,26.667,10,16.667,66244.69,-2.5,11000,0.883,5.51,0.719,37.86,110.33,0.153,0.280303,46.05555556,FALSE
CT_714,33.333,50,33.333,13.333,70,30,13.333,10,3.333,36136.8,1.5,6990,0.96,8.25,0.756,-1.63,94.33,0.357,0.246517,46.3681592,FALSE
CT_721,26.667,46.667,20,10,43.333,56.667,26.667,13.333,13.333,41792.88,-0.5,5500,0.629,6.15,0.714,48.13,55.33,-0.82,0.31179,45.88744589,FALSE
CT_725,33.333,43.333,26.667,13.333,50,50,26.667,10,16.667,20364.48,-2,9970,0.888,5.29,0.737,44.89,75,-0.56,0.321433,44.86486486,FALSE
CT_726,13.333,36.667,50,10,66.667,33.333,13.333,13.333,0,42320.67,4,6990,0.953,9.54,0.723,43.29,175,1.367,0.213826,42.28070175,FALSE
CT_729,13.333,26.667,30,0,43.333,56.667,46.667,26.667,20,48315.4,2,0,0.675,5.65,0.765,60.86,107.33,-0.807,0.287533,42.89044289,FALSE
CT_731,36.667,56.667,46.667,6.667,66.667,33.333,20,6.667,13.333,46675.22,-2,0,0.97,5.16,0.744,4.77,110.67,0.817,0.250053,45.7254902,FALSE
CT_738,43.333,53.333,26.667,10,66.667,33.333,16.667,10,6.667,29082.45,1,1490,0.978,6.21,0.73,29.32,84.67,0.317,0.19772,42.83903676,FALSE
CT_740,40,50,56.667,13.333,83.333,16.667,0,0,0,48513.18,0,6990,0.619,5.22,0.76,20.65,172.33,2.1,0.163721,40.58641975,FALSE
CT_742,46.667,56.667,13.333,13.333,56.667,43.333,16.667,13.333,3.333,44694.95,2.5,2980,0.925,7.01,0.769,57.68,39,-0.197,0.33901,39.96641478,FALSE
CT_745,33.333,43.333,40,20,66.667,33.333,20,20,0,47188.35,4.5,11000,0.542,9.74,0.752,30.47,110.67,0.403,0.263447,44.23529412,FALSE
CT_749,26.667,56.667,23.333,20,50,50,16.667,16.667,0,97671.3,4,1490,0.874,5.45,0.767,80.75,65,-0.343,0.246093,40.86757991,FALSE
CT_756,26.667,40,36.667,3.333,63.333,36.667,23.333,13.333,10,49291.79,1,5500,0.921,5.36,0.733,38.54,126.67,0.36,0.22771,43.45898004,FALSE
CT_758,33.333,53.333,46.667,6.667,73.333,26.667,16.667,13.333,3.333,46112.98,2.5,0,0.69,5.39,0.708,12.68,142.67,1.117,0.22761,42.12629896,FALSE
CT_759,30,53.333,43.333,6.667,56.667,43.333,16.667,13.333,3.333,27211.36,2.5,0,0.675,9.24,0.709,45.51,107.33,0.437,0.365617,41.32791328,FALSE
CT_761,33.333,46.667,43.333,10,66.667,33.333,23.333,20,3.333,38389.59,4,0,0.666,9.12,0.726,37.14,123.67,0.54,0.293227,40.88762984,FALSE
CT_766,56.667,66.667,13.333,10,43.333,56.667,16.667,13.333,3.333,38075.64,3,0,0.929,7.63,0.75,73.9,19.67,-0.33,0.41119,42.05882353,FALSE
CT_769,13.333,53.333,40,3.333,56.667,43.333,26.667,16.667,10,13412.61,2,0,0.571,5.04,0.734,27.69,129.67,0.227,0.21871,33.33333333,FALSE
CT_770,30,56.667,33.333,6.667,60,40,20,10,10,44818.96,0,1490,0.822,5.37,0.7,63.16,103.67,0.413,0.23363,43.35719968,FALSE
CT_772,30,50,23.333,16.667,56.667,43.333,26.667,13.333,13.333,23390.75,-1,8480,0.724,4.75,0.762,48.97,78,-0.267,0.26575,38.25396825,FALSE
CT_773,20,36.667,36.667,10,53.333,46.667,26.667,10,16.667,37249.96,-2.5,2980,0.97,5.21,0.711,67.39,120,0.097,0.182947,43.51585014,FALSE
CT_776,30,43.333,23.333,3.333,36.667,63.333,40,33.333,6.667,59363.02,8,0,0.806,7.15,0.73,68.35,68.33,-1.02,0.386537,42.56505576,FALSE
CT_777,30,50,33.333,13.333,50,50,30,13.333,16.667,41470.1,-1.5,0,0.816,6.05,0.686,27.12,94.33,0.103,0.248443,43.12169312,FALSE
CT_781,13.333,33.333,26.667,13.333,46.667,53.333,36.667,16.667,20,60106.1,-1.5,4470,0.888,5.32,0.723,32.93,97.33,-0.723,0.241573,40.3542062,FALSE
CT_782,30,46.667,16.667,13.333,46.667,53.333,20,16.667,3.333,57240.03,4,6990,0.656,5.99,0.746,32.78,55.33,-0.523,0.276457,40.82998661,FALSE
CT_785,30,43.333,13.333,6.667,36.667,63.333,36.667,36.667,0,5463.39,11,1490,0.344,12.48,0.79,83.71,29.33,-1.563,0.419383,41.30434783,FALSE
CT_786,23.333,46.667,26.667,3.333,43.333,56.667,40,33.333,6.667,5163.09,8,1490,0.934,11.66,0.853,36.42,84.33,-0.863,0.34533,44.92753623,FALSE
CT_791,26.667,53.333,26.667,10,53.333,46.667,23.333,10,13.333,68561.17,-1,2980,0.629,9.2,0.764,57.86,90.67,-0.007,0.18733,41.34668893,FALSE
