Protein Name,Tiny,Small,Aliphatic,Aromatic,Non-Polar,Polar,Charged,Basic,Acidic,Molecular Weight,Charge,A280 Molar Extinction Coefficients,Improbability of expression in inclusion bodies,Isoelectric Point,CAI,Instability Index,Aliphatic Index,GRAVY,N-30 Disorder,GPC Content,Effector
E2348C_3883,23.333,50,36.667,6.667,56.667,43.333,30,16.667,13.333,30260,0,0,0.498,8.68,0.719,88.11,110.33,-0.083,0.201846667,54.69135802,FALSE
E2348C_3930,56.667,70,36.667,0,60,40,6.667,6.667,0,20977.6,2,0,0.974,10.61,0.558,13.88,97.67,0.353,0.612933333,52.97906602,TRUE
E2348C_3934,56.667,86.667,26.667,0,30,70,6.667,0,6.667,33140.8,-2,0,0.835,5.24,0.633,26.1,68.33,-0.217,0.808333333,45.96273292,TRUE
E2348C_3941,30,73.333,30,3.333,66.667,33.333,6.667,3.333,3.333,56509.7,-0.5,0,0.929,4.92,0.595,51.96,84.67,-0.283,0.690733333,48.82032668,TRUE
E2348C_3942,46.667,63.333,40,3.333,60,40,10,10,0,22568.6,3,0,0.852,9.08,0.622,30.06,78.33,0.27,0.6341,42.97385621,TRUE
E2348C_3944,53.333,56.667,23.333,13.333,36.667,63.333,13.333,13.333,0,19022.5,3,5500,0.925,9.48,0.597,62.26,81.33,0.017,0.508366667,39.44773176,TRUE
E2348C_3951,40,73.333,36.667,0,60,40,13.333,3.333,10,9391.8,-2,0,0.835,4.99,0.577,24.1,88,-0.073,0.6895,48.14814815,TRUE
E2348C_3970,26.667,50,43.333,3.333,60,40,10,3.333,6.667,43918.5,-1,0,0.739,5.21,0.573,11.05,143,0.777,0.337366667,41.52046784,TRUE
E2348C_3982,16.667,36.667,26.667,20,60,40,36.667,23.333,13.333,48226.6,2.5,9970,0.777,8.96,0.737,47.62,65.33,-0.787,0.394326667,55.07575758,FALSE
E2348C_3983,36.667,40,40,23.333,73.333,26.667,6.667,6.667,0,56378,2,11000,0.675,8.18,0.696,45.05,123.67,1.63,0.20891,56.68662675,FALSE
E2348C_3988,16.667,40,50,6.667,70,30,13.333,13.333,0,42238.7,3.5,1490,0.852,9.63,0.707,37.81,152.67,0.853,0.291833333,56.37130802,FALSE
E2348C_4011,26.667,46.667,36.667,10,60,40,20,10,10,40514,0,0,0.731,6.78,0.677,59.18,120.33,0.45,0.2061,54.93482309,FALSE
E2348C_4075,30,43.333,26.667,16.667,46.667,53.333,36.667,26.667,10,33062.1,3.5,0,0.571,6.22,0.739,87.98,71.67,-0.457,0.157813333,57.57575758,FALSE
E2348C_4153,30,66.667,33.333,10,53.333,46.667,26.667,10,16.667,29045.1,-2,0,0.816,5.2,0.71,25.71,78,-0.047,0.26083,54.40613027,FALSE
E2348C_4159,30,40,36.667,10,46.667,53.333,33.333,20,13.333,50189.1,1.5,1490,0.564,5.6,0.812,40.18,94.67,-0.42,0.434326667,53.15315315,FALSE
E2348C_4263,36.667,43.333,36.667,6.667,46.667,53.333,23.333,16.667,6.667,85841.6,3,1490,0.77,5.57,0.745,8.05,104.33,-0.083,0.4192,53.22019147,FALSE
E2348C_4264,30,53.333,26.667,6.667,43.333,56.667,23.333,16.667,6.667,32419.6,3,1490,0.542,8.03,0.721,61.33,74.67,-0.52,0.477826667,54.60750853,FALSE
E2348C_4305,20,46.667,36.667,0,46.667,53.333,36.667,13.333,23.333,24672.5,-3,0,0.968,8.43,0.745,48.56,110.67,-0.5,0.594166667,58.7797619,FALSE
E2348C_4317,33.333,43.333,30,6.667,46.667,53.333,26.667,6.667,20,60282.6,-4,1490,0.824,5.39,0.763,49.78,75,-0.467,0.482133333,51.49812734,FALSE
E2348C_4320,43.333,66.667,36.667,0,63.333,36.667,16.667,16.667,0,29720.2,5,0,0.84,8.46,0.724,52.8,75,-0.173,0.636246667,54.90909091,FALSE
E2348C_4361,26.667,36.667,30,0,40,60,30,16.667,13.333,19307.2,1,0,0.685,6.05,0.757,21.28,84.67,-0.783,0.385063333,50,FALSE
E2348C_4365,20,53.333,20,6.667,50,50,30,20,10,52390,2.5,0,0.925,4.93,0.755,59.95,42.33,-1.307,0.721766667,53.46045198,FALSE
E2348C_4370,33.333,50,16.667,13.333,50,50,16.667,3.333,13.333,102265.7,-3,13980,0.809,5.85,0.705,40.13,55.33,-0.723,0.429816667,53.04189435,FALSE
E2348C_4402,40,60,40,10,53.333,46.667,16.667,6.667,10,26417.3,-1.5,0,0.816,7.18,0.654,19.42,94.33,0.437,0.103413333,49.5035461,FALSE
E2348C_4443,36.667,63.333,36.667,6.667,66.667,33.333,13.333,6.667,6.667,46789.5,-0.5,0,0.829,8.98,0.724,41.75,110.33,0.82,0.2726,53.96113602,FALSE
E2348C_4456,23.333,40,26.667,3.333,36.667,63.333,46.667,23.333,23.333,57826.6,0,0,0.5,5.18,0.763,55.78,65.33,-1.333,0.570966667,47.82608696,FALSE
E2348C_4481,16.667,50,30,13.333,56.667,43.333,30,13.333,16.667,27123,-1.5,2980,0.816,6.07,0.819,36.26,74.67,-0.393,0.298193333,53.7414966,FALSE
E2348C_4484,33.333,46.667,33.333,13.333,66.667,33.333,10,10,0,54619.8,2.5,0,0.925,8.87,0.697,74.48,107.33,0.937,0.3691,46.90618762,FALSE
E2348C_4583,33.333,60,40,6.667,56.667,43.333,20,3.333,16.667,16573.7,-4,1490,0.943,5.51,0.747,27.47,107.33,0.34,0.445266667,53.6036036,FALSE
E2348C_4602,23.333,46.667,33.333,16.667,56.667,43.333,30,20,10,19197.8,2,2980,0.782,10.05,0.632,73.81,94.33,-0.293,0.369066667,54.50980392,FALSE
E2348C_4647,36.667,46.667,36.667,0,53.333,46.667,26.667,16.667,10,70745.6,2,0,0.571,6.28,0.59,36.39,114,0.077,0.494366667,38.30361967,FALSE
E2348C_4672,36.667,50,30,10,50,50,23.333,16.667,6.667,59574,2.5,1490,0.553,5.65,0.789,68.41,84.67,-0.17,0.25272,54.08805031,FALSE
